System,Region,Coordinates,SecurityRating,Stations,AsteroidBelts,IceBelts
E-EFAM,Cobalt Edge,"25.9692667001793,28.6117600954652",-0.358058613,0,11,0
SBEN-Q,Cobalt Edge,"25.1684494176695,28.7567926153459",-0.216839106,0,14,0
9-7SRQ,Cobalt Edge,"24.4600530306918,29.22598171897",-0.228277376,0,13,0
VEQ-3V,Cobalt Edge,"26.6098846248653,28.4648530556138",-0.675178561,0,3,0
4T-VDE,Cobalt Edge,"24.195670679677,28.3907050510754",-0.332463502,0,10,0
D9Z-VY,Cobalt Edge,"25.56677460504,28.5523434045796",-0.704023211,0,9,0
MO-YDG,Cobalt Edge,"26.2215470680318,28.2460197735088",-0.907289938,0,4,0
42SU-L,Cobalt Edge,"25.7110890984549,27.9769422944588",-0.809454382,0,4,0
RGU1-T,Cobalt Edge,"26.4021542685323,28.3986209986931",-0.888379256,0,8,0
1GT-MA,Cobalt Edge,"26.4616621840814,28.8278154390886",-0.825312912,0,1,0
VY-866,Cobalt Edge,"27.1427250099077,28.3329392325638",-0.986567269,0,20,0
HB-5L3,Cobalt Edge,"27.424791705604,27.9480711561218",-1,0,10,0
Q-VTWJ,Cobalt Edge,"26.6920192025654,27.6213073123511",-0.93570414,0,9,0
Van,Aridia,"-3.61195052512907,-31.5647116595987",0.312449884,1,3,0
Shakasi,Aridia,"-4.09193908535558,-31.82079697913",0.317731485,0,18,0
Zayi,Aridia,"-3.14986296818277,-32.0894801321906",0.321585007,1,8,0
Shirshocin,Aridia,"-3.5748960184331,-32.9278466681089",0.264278261,1,10,0
Maalna,Aridia,"-4.38764901974352,-31.56864903418",0.324064524,1,9,0
Maseera,Aridia,"-4.55221796593872,-32.2225651624906",0.337204004,3,29,0
Yehaba,Aridia,"-4.00632031358067,-33.1143599304815",0.241706552,1,7,0
Kenahehab,Aridia,"-4.68089478441009,-34.2573639124174",0.229465178,3,9,0
Gens,Aridia,"-4.85723870269863,-35.2783769617325",0.171061921,1,3,0
Kamih,Aridia,"-4.96483820707718,-35.6274231681509",0.244671618,5,5,1
Hier,Aridia,"-6.2238137643265,-36.2163961558866",0.360779966,4,4,0
Jasson,Aridia,"-4.50767862182258,-36.0652192125762",0.250619924,1,20,0
Sadana,Aridia,"-6.69298594723642,-35.7528953520358",0.364688419,5,6,1
Isid,Aridia,"-5.9235966688538,-35.2223561831617",0.274071512,0,13,0
Onanam,Aridia,"-7.54406214031271,-35.8359068637525",0.388533867,1,19,0
Udianoor,Aridia,"-8.09168239411953,-35.9319281910808",0.376389483,4,8,0
Vehan,Aridia,"-7.9611538618895,-35.5776704072951",0.366523419,2,7,0
Marmeha,Aridia,"-6.32089226806004,-35.0870287915807",0.27964461,2,2,0
Haimeh,Aridia,"-4.84111805191509,-36.5229375489021",0.498554833,6,8,0
Avada,Aridia,"-4.68201927564319,-36.5942340468511",0.68934982,5,9,1
Chibi,Aridia,"-4.2315569793608,-37.1059485625966",0.478673202,3,4,0
Mishi,Aridia,"-5.16906671296475,-36.4465206985577",0.714664299,3,10,0
Bazadod,Aridia,"-5.52531782950225,-36.8073554871601",0.470965392,1,10,0
Pahineh,Aridia,"-5.39340290292136,-36.5184145707266",0.751878139,2,19,0
Fihrneh,Aridia,"-4.49659850220097,-35.9119441020067",0.105134789,7,21,0
Parouz,Aridia,"-4.2343562526492,-35.4457389279362",0.122500472,0,5,0
Edilkam,Aridia,"-4.62360311349156,-35.8086630559827",0.072000456,0,27,0
Hakatiz,Aridia,"-4.3014486906852,-36.3655426141158",0.112573236,0,8,0
Khnar,Aridia,"-3.82441500067452,-36.2346322626104",0.091607558,0,6,0
Ertoo,Aridia,"-3.0727737035593,-36.4430188479272",0.136932879,0,19,0
Yiratal,Aridia,"-3.94751718221953,-35.4455005667487",0.037986582,1,2,0
Balas,Aridia,"-4.52798641158904,-35.3269467444658",0.043634718,2,2,0
Pemsah,Aridia,"-3.6276448476513,-35.3970808633502",0.047945966,0,8,1
Feshur,Aridia,"-3.67585488144904,-34.9921845564449",0.035518666,0,11,1
Hoseen,Aridia,"-4.70565014493357,-35.1447445834519",0.075725708,1,18,1
Yekh,Aridia,"-3.87032308280184,-35.9721082466629",0.044433742,0,10,0
Gesh,Aridia,"-5.02300313354531,-34.991578353793",0.111406986,0,15,0
Nema,Aridia,"-6.54264768254517,-36.7954933365598",0.306847797,1,10,0
Shenda,Aridia,"-6.7514778847427,-36.9567550206303",0.455177874,2,23,0
Rashagh,Aridia,"-7.38633909101915,-37.4781599509922",0.400523883,3,3,0
Sazilid,Aridia,"-7.06453522108861,-36.9133909296429",0.531972041,0,5,0
Afrah,Aridia,"-7.49796278067325,-37.5427146510448",0.31620713,0,6,0
Sota,Aridia,"-7.97503031208138,-37.7262204420261",0.31514226,1,7,0
Soliara,Aridia,"-7.96641105165024,-37.1944865240952",0.163396373,3,16,0
Nielez,Aridia,"-7.8513679080289,-37.4134375153577",0.113320517,0,10,0
Tukanas,Aridia,"-8.33815675282532,-37.9468017066048",0.113999928,1,6,0
Fageras,Aridia,"-6.95991376095081,-37.0482474841617",0.134530508,1,3,0
Ajna,Aridia,"-8.02019241175086,-36.7230050326732",0.18538759,2,9,0
Sheri,Aridia,"-7.71763253421228,-38.5331939187765",0.056853174,0,6,0
Ahraghen,Aridia,"-8.17932429376382,-37.4488738875154",0.203148885,0,6,0
Nalnifan,Aridia,"-7.90236250146263,-37.9033140212704",0.286009515,5,15,0
Jerhesh,Aridia,"-8.10628128486984,-37.3143998882061",0.344131461,2,6,0
Getrenjesa,Aridia,"-7.69509783238108,-37.9335476441844",0.317565271,1,11,0
Shafrak,Aridia,"-8.18930603886451,-38.9451233538156",0.162919386,2,7,0
Defsunun,Aridia,"-9.66270298810825,-39.4212720171264",0.103369153,3,7,0
Zazamye,Aridia,"-7.92897362202464,-38.6723027202911",0.214707135,0,6,1
Yahyerer,Aridia,"-8.06442975807189,-38.9337026127875",0.22900751,1,14,1
Esubara,Aridia,"-8.51290129656958,-39.0465151659696",0.242187752,3,13,0
Ghekon,Aridia,"-8.7557229898388,-39.8590356915596",0.385590004,5,10,0
Vaini,Aridia,"-9.37018886005988,-40.3947187553147",0.228141726,4,4,0
Zaveral,Aridia,"-9.04621325433055,-40.317345517101",0.617429928,0,8,0
Anohel,Aridia,"-9.24516764977408,-40.6614273354632",0.138308165,1,26,0
Soza,Aridia,"-8.12461818028388,-39.6754092487335",0.275499512,1,8,0
Pserz,Aridia,"-9.74131511627423,-40.350766118231",0.383267219,6,14,0
Illi,Aridia,"-9.21112760362168,-40.9863019454873",0.160656151,0,12,1
Keba,Aridia,"-8.31810718770952,-40.2553245088754",0.472105063,4,4,0
Bapraya,Aridia,"-7.79790289153216,-40.5306052658105",0.295658308,4,8,0
Efu,Aridia,"-10.6810697861262,-39.4079296728533",0.092313398,5,11,0
Tisot,Aridia,"-11.4454170620033,-39.2287084988599",0.089875945,2,7,1
Sakht,Aridia,"-12.1554878631926,-40.3366115798019",0.041499434,2,2,0
Naga,Aridia,"-12.1197336759948,-40.6728392480592",0.033684462,1,18,0
Anath,Aridia,"-12.7249755544456,-40.1497981587597",0.041326923,0,18,1
Omigiav,Aridia,"-10.8043077011664,-38.2629452326925",0.158275707,1,6,0
Fobiner,Aridia,"-7.49203317677843,-40.871082238253",0.175057155,1,21,0
Huna,Aridia,"-7.29131019974165,-41.0610620384533",0.112507586,2,32,0
Esaeel,Aridia,"-7.44468389193964,-41.4566387144002",0.101379711,0,16,0
Karan,Aridia,"-7.00132019958602,-41.5148577136343",0.044736305,1,12,0
Nouta,Aridia,"-8.47831758078023,-41.3755546918585",0.266312144,0,5,0
Ned,Aridia,"-8.77440271344341,-41.7132713822207",0.176747589,1,6,0
Hophib,Aridia,"-6.93099921731302,-41.9073239225922",0.029147489,4,15,0
UQ9-3C,Branch,"35.4748601983333,-12.6995562401297",-0.165458249,0,2,0
DCI7-7,Branch,"35.3556884027727,-13.2267318671132",-0.191397742,0,10,0
J7YR-1,Branch,"35.8548639396602,-12.7759495487598",-0.340154964,0,3,0
PKG4-7,Branch,"35.441772125865,-11.6061674463056",-0.236965269,0,19,1
EWN-2U,Branch,"36.1301211550354,-11.3997377772835",-0.24657713,0,7,0
VL3I-M,Branch,"35.6728913120188,-12.1774465253331",-0.171512142,0,3,0
KMC-WI,Branch,"35.4650756162427,-11.0732534929703",-0.191126002,0,17,0
4-48K1,Branch,"36.9425122003485,-11.98449456639",-0.44763685,0,12,0
NTV0-1,Branch,"37.698311576933,-11.6648410974823",-0.419439484,0,3,0
C-HCGU,Branch,"38.5393736549473,-11.6750692963303",-0.399598434,0,15,0
XW-2XP,Branch,"39.0535659506591,-11.002683114201",-0.361523029,0,16,1
Q-FEEJ,Branch,"38.510670252254,-11.5706170432414",-0.255397889,0,16,0
0P9Z-I,Branch,"38.8552847051604,-12.8946313798217",-0.369116685,0,5,0
AH-B84,Branch,"36.4180144589362,-13.4635511239128",-0.527870575,0,11,2
JTAU-5,Branch,"36.4155072517885,-14.0088436771189",-0.463970828,0,7,1
HB7R-F,Branch,"37.3026377907013,-13.8421864951031",-0.72846881,0,10,0
O-JPKH,Branch,"38.0456804262982,-14.0280288148395",-0.872743865,0,12,1
F-9F6Q,Branch,"36.487618886087,-15.2250054343881",-0.673546796,0,12,0
B-GC1T,Branch,"37.9698462367372,-14.0881856026849",-0.903216427,0,9,1
V8W-QS,Branch,"39.742897851761,-11.1628228817278",-0.362977891,0,4,0
JRZ-B9,Branch,"39.9054396239304,-11.5419452749763",-0.308597916,0,8,0
X4UV-Z,Branch,"40.1035884466501,-11.0020445414644",-0.163408513,0,17,0
S-B7IT,Branch,"40.4259735060821,-12.4531716347128",-0.551392524,0,6,0
BKG-Q2,Branch,"40.2171719955639,-14.2434529425679",-0.673283418,1,11,0
OJ-A8M,Branch,"40.5483234517351,-10.6772229004285",-0.275556832,0,4,1
CX-1XF,Branch,"40.3267063458665,-10.5812037800386",-0.095978287,0,14,0
3-TD6L,Branch,"41.2487082524007,-10.5078775332509",-0.095402029,0,14,0
Q-NJZ4,Branch,"41.8238974859824,-10.3483748670862",-0.154378439,0,13,0
NLPB-0,Branch,"41.4690864685947,-9.84544293319943",-0.064349945,0,10,0
R4O-I6,Branch,"42.0713488315536,-10.7962203394379",-0.252500263,0,10,0
KL3O-J,Branch,"42.6404083552037,-10.670665759075",-0.273006888,0,15,0
Z-K495,Branch,"40.4187667567449,-14.4402598797376",-0.626729117,0,19,0
XM-4L0,Branch,"40.8375586412168,-14.0590422617013",-0.681091697,0,7,0
QCWA-Z,Branch,"41.3986992747779,-13.6159728424884",-0.764236787,0,26,0
52G-NZ,Branch,"42.0455969883909,-13.7948055758977",-0.791786044,0,6,1
5LJ-MD,Branch,"41.9954087035843,-14.1808360312501",-0.701970733,0,9,0
B8O-KJ,Branch,"42.0471242661094,-14.8560163369187",-0.572828722,0,1,0
6-O5GY,Branch,"42.1931396582917,-13.3681595409816",-0.819439928,0,10,0
KV-8SN,Branch,"41.5214788593774,-13.9780730056298",-0.727141713,0,4,0
UB-UQZ,Branch,"41.7583040018292,-15.4276728212523",-0.34865006,0,14,0
YG-82V,Branch,"41.4432022026529,-15.8797146286776",-0.2066661,0,8,0
8-4GQM,Branch,"40.7861402945505,-14.7480946034383",-0.613557195,0,16,0
T-Q2DD,Branch,"41.1195135132535,-14.6034019690301",-0.548911913,0,12,0
LRWD-B,Branch,"40.9844509675393,-15.4984249136921",-0.535141173,0,9,0
QXQ-BA,Branch,"40.9264850432377,-16.9781023875501",-0.4379947,0,9,0
X7R-JW,Branch,"41.3499293864706,-17.2276754424649",-0.411960913,0,4,0
M-HU4V,Branch,"41.0202316392929,-17.8796552533226",-0.50153284,0,31,0
CS-ZGD,Branch,"40.2113071318075,-11.3556041622474",-0.42982166,0,13,0
3-N3OO,Branch,"40.7034201133798,-11.1227399365231",-0.316926103,0,23,0
A-G1FM,Branch,"41.2475694155131,-11.7298202864855",-0.430524358,0,9,0
4-BE0M,Branch,"41.0283447499516,-11.5898338153595",-0.360838141,0,9,1
I-7RIS,Branch,"41.057930972098,-11.8681294006818",-0.502059235,0,4,0
P7Z-R3,Branch,"41.5323934505405,-11.9806601872829",-0.377383579,0,18,0
ZIU-EP,Branch,"42.027137233916,-11.8415977338489",-0.390480419,0,9,0
LXWN-W,Branch,"39.6470324890804,-14.7121903369057",-0.642688089,0,10,0
C-LP3N,Branch,"39.4233172156441,-15.3309393527711",-0.674679413,0,10,0
9F-7PZ,Branch,"40.1763621954612,-16.2501397791094",-0.58465218,0,14,0
1G-MJE,Branch,"39.2003935366889,-14.9641175770079",-0.784105939,0,6,0
WO-AIJ,Branch,"38.538446694568,-15.8630381695101",-0.768095975,0,5,0
MA-VDX,Branch,"38.1690456144918,-17.2421742803665",-0.798433061,0,8,0
RO90-H,Branch,"38.0801986665086,-17.9641646153295",-0.820819432,0,2,0
BWI1-9,Branch,"42.8914174632661,-10.4174981576768",-0.237439311,0,16,1
C-LBQS,Branch,"43.6562009990281,-10.7494757859075",-0.352957283,0,20,0
J52-BH,Branch,"43.9351866546699,-10.9180560429439",-0.451198687,0,15,0
5-P1Y2,Branch,"44.7880814557946,-10.8086224811773",-0.53319113,0,13,1
KMQ4-V,Branch,"45.1004524000721,-9.31144605471372",-0.235915273,0,4,0
KJ-QWL,Branch,"45.5077558613381,-9.67813835029258",-0.20706593,0,4,0
SVB-RE,Branch,"45.4326279272161,-8.94775019543341",-0.152515162,0,4,0
C-4ZOS,Branch,"41.0487643635936,-18.6786568705329",-0.647997173,0,7,0
K-8SQS,Branch,"40.8856781862543,-19.2217600315388",-0.749638726,1,6,0
C-VGYO,Branch,"40.2421793273655,-19.1150139192775",-0.562932986,0,7,0
O94U-A,Branch,"40.1511488724642,-19.1204903425116",-0.691109719,0,4,1
XW-JHT,Branch,"40.5860168992273,-19.3948676809051",-0.562682531,0,6,0
NEH-CS,Branch,"41.5519832137795,-18.9167988851066",-0.626907586,0,9,0
4DTQ-K,Branch,"42.7018879007616,-16.0072467245782",-0.434484646,0,9,0
J9-5MQ,Branch,"43.2856051702036,-16.4921176441339",-0.513394828,0,19,0
D4R-H7,Branch,"43.8538642709406,-16.8018666146391",-1,1,5,1
313I-B,Branch,"43.5679720243226,-17.3237247259086",-0.448538056,0,7,0
EQI2-2,Branch,"43.8640108091828,-16.744099324753",-0.679634735,0,12,0
Q-4DEC,Branch,"43.5148527787345,-16.1889706916575",-0.15935837,0,5,0
3F-JZF,Branch,"41.0211850843515,-18.4499978080673",-0.648757287,0,3,1
5-0WB9,Branch,"40.4986089464928,-18.9500546933111",-0.784509477,0,3,1
W-4FA9,Branch,"41.0184954278769,-19.2036784180881",-0.802965463,0,7,0
1IX-C0,Branch,"40.5616746244404,-20.1179953815664",-0.973000567,0,16,0
2B7A-3,Branch,"41.1160322619893,-17.8388616384937",-0.543989448,0,7,0
PUWL-4,Branch,"41.2602731871422,-19.4978750528462",-0.809039673,0,1,0
Y-1918,Branch,"40.412863637375,-20.6281149370145",-1,0,5,0
9-B1DS,Branch,"46.3153502541769,-10.1445546651841",-0.491977739,0,18,0
ME-4IU,Branch,"46.9093729690108,-10.3081072654929",-0.576320881,0,14,0
BU-IU4,Branch,"47.0319583333492,-10.0880262652503",-0.869825828,0,1,1
I-7JR4,Branch,"46.7365139805153,-10.165667292018",-0.431771263,0,9,1
CH9L-K,Branch,"46.5871703589057,-10.6593649345747",-0.54842753,0,7,0
QYZM-W,Branch,"47.2860102256057,-10.0101880754725",-1,0,34,0
3KNA-N,Branch,"47.153213583041,-10.0418253813568",-0.493307432,0,10,2
UD-VZW,Feythabolis,"-35.8460063182576,-2.19048929160698",-0.499025238,0,17,0
3-YX2D,Feythabolis,"-35.8440023178556,-1.02579222910629",-0.43935499,0,20,0
V-TN6Q,Feythabolis,"-35.6823786782505,-2.14266365211646",-0.386490499,0,10,0
CFLF-P,Feythabolis,"-36.2164167549445,-0.872601170166244",-0.406139746,0,9,0
QBH5-F,Feythabolis,"-36.8541390319297,-1.6324979325527",-0.574176489,0,5,0
9-ZFCG,Feythabolis,"-35.6504500417277,-0.494982558667112",-0.319669665,0,9,0
J-TPTA,Feythabolis,"-36.7619785679557,-0.352700435142548",-0.418409336,0,7,0
PMV-G6,Feythabolis,"-37.079060825357,-0.572277814498328",-0.472167033,0,16,1
5-IZGE,Feythabolis,"-37.3741932485871,0.0372744787243672",-0.468478522,0,17,0
OXC-UL,Feythabolis,"-36.6069996159623,0.0407648743468158",-0.398228273,0,16,1
F-8Y13,Feythabolis,"-36.9470557775818,-0.171447178655534",-0.370944257,0,11,0
4AZ-J8,Feythabolis,"-38.3966364653359,0.441509449666185",-0.400258856,0,3,0
X6-J6R,Feythabolis,"-38.0961453282144,0.622374001212723",-0.399438427,0,11,0
BGN1-O,Feythabolis,"-38.3732388077926,1.09330409832792",-0.343011416,0,4,0
DUU1-K,Feythabolis,"-36.0496698195163,0.586257168328547",-0.231392868,0,11,0
3L-Y9M,Feythabolis,"-35.850582265483,1.34075424839038",-0.170893009,0,8,0
BLC-X0,Feythabolis,"-36.190576629929,1.90826791860161",-0.160816688,0,13,0
K-X5AX,Feythabolis,"-36.502432596218,3.17211369643303",-0.134896472,0,15,0
BJD4-E,Feythabolis,"-35.8668732267847,3.00627808825233",-0.136639125,0,9,0
TSG-NO,Feythabolis,"-37.1335749255758,3.27987357967527",-0.144085175,0,5,2
O9V-R7,Feythabolis,"-36.6784638491847,1.76481913999451",-0.193685282,0,3,0
Z-PNIA,Feythabolis,"-35.34734575905,1.20685058710917",-0.162351023,0,26,0
OCU4-R,Feythabolis,"-35.8588130854844,2.3058324099051",-0.137682166,0,1,0
BG-W90,Feythabolis,"-35.5012594422636,2.04135221309402",-0.143799438,0,15,0
Y-YGMW,Feythabolis,"-35.7782616971783,3.40259173475977",-0.198253661,0,27,0
75C-WN,Feythabolis,"-36.3910884660831,3.52527715197769",-0.135133243,0,23,0
I5Q2-S,Feythabolis,"-36.6957935948955,3.57999724342279",-0.132389562,0,4,0
PO-3QW,Feythabolis,"-35.8682092270527,3.84953783481884",-0.24133201,0,8,1
5XR-KZ,Feythabolis,"-36.1073179289012,4.49007630574487",-0.273593183,0,18,0
VF-FN6,Feythabolis,"-36.080965768708,3.71800950957296",-0.226071595,0,5,0
C-0ND2,Feythabolis,"-36.9621696463824,6.08894028912439",-0.310323786,0,20,0
JI-LGM,Feythabolis,"-34.710800574566,2.76975439205229",-0.23266789,0,5,0
U-BXU9,Feythabolis,"-35.2066302260877,2.77227943956335",-0.13656656,0,6,0
ZXOG-O,Feythabolis,"-35.2245014341578,3.19952744700075",-0.135803268,0,1,0
NW2S-A,Feythabolis,"-35.54576825576,3.45553515211359",-0.12614076,0,19,0
U-JJEW,Feythabolis,"-35.1496648305818,3.88917789892254",-0.172083248,0,12,0
NX5W-U,Feythabolis,"-35.1120596652509,4.23975138293597",-0.234716964,0,18,0
U1-C18,Feythabolis,"-34.652313786963,4.35658591433185",-0.297999266,0,5,0
6O-XIO,Feythabolis,"-35.3333707271371,5.05927487363701",-0.293607758,0,8,2
H65-HE,Feythabolis,"-37.1284222028798,2.04437660534757",-0.177031533,0,8,0
BJ-ZFD,Feythabolis,"-37.5621984761839,2.3190147433094",-0.178221702,0,5,0
5ELE-A,Feythabolis,"-37.5989502492432,3.27390939869575",-0.122850004,0,4,0
H-P4LB,Feythabolis,"-38.1455037629265,3.53167060390581",-0.11925866,0,3,0
2UK4-N,Feythabolis,"-37.6098677829085,3.75662145688689",-0.111596968,0,17,0
QK-CDG,Feythabolis,"-37.4180164057024,1.95951227636595",-0.164175181,0,8,0
M-CMLV,Feythabolis,"-37.8579459301895,2.20241415907936",-0.199960757,0,10,1
AZN-D2,Feythabolis,"-37.3629343581366,-0.979078850145559",-0.563141732,0,18,1
E-PR0S,Feythabolis,"-37.7682073346298,-0.979144969643627",-0.554116502,0,7,0
TR07-S,Feythabolis,"-37.9805165810915,-1.15875026202597",-0.611166327,0,5,0
VNGJ-U,Feythabolis,"-38.7191539478556,-0.375960037474467",-0.466569961,0,15,0
2-F3OE,Feythabolis,"-38.199190955553,-0.370287669699547",-0.516080189,0,5,0
5-LCI7,Feythabolis,"-39.6324924529397,-0.258745847753254",-0.440075847,0,4,0
Y2-I3W,Feythabolis,"-40.087568216528,0.154688139083091",-0.383565274,0,14,0
VVO-R6,Feythabolis,"-40.4837393245011,0.449568579564636",-0.335396516,0,3,0
CL-J9W,Feythabolis,"-40.012001815336,0.190942625127228",-0.37475026,0,7,0
YHP2-D,Feythabolis,"-40.9734480945234,0.974393745782841",-0.295634801,0,4,0
J94-MU,Feythabolis,"-41.089862551123,1.86529925738133",-0.251165662,0,6,0
M2GJ-X,Feythabolis,"-41.1648963177708,2.96552971791774",-0.203118487,0,8,0
JO-32L,Feythabolis,"-42.4868978259489,3.04233041094581",-0.307017403,0,7,0
UB5Z-3,Feythabolis,"-43.0161657351563,3.47003215079707",-0.345649009,1,7,0
MSKR-1,Feythabolis,"-43.0831334748824,2.77097029190767",-0.395093892,0,12,0
GPUS-A,Feythabolis,"-34.5242225719006,4.83268344787257",-0.387663877,0,10,0
3-BADZ,Feythabolis,"-34.4770211594274,5.28446445571093",-0.366473884,0,12,0
23M-PX,Feythabolis,"-33.857826319712,4.8472080346736",-0.604865417,0,3,0
UTDH-N,Feythabolis,"-33.867454937155,5.63416836258014",-0.863189898,0,7,0
ZS-2LT,Feythabolis,"-33.6688058498832,6.54195687632244",-0.908369732,0,14,1
DB1R-4,Feythabolis,"-33.2194242719671,6.04993732638281",-0.950313005,0,20,0
P8-BKO,Feythabolis,"-37.6974787840278,6.61142446647813",-0.347568713,0,2,0
RIT-A7,Feythabolis,"-38.5710345024842,7.21964438916964",-0.541435405,0,10,3
R4K-8L,Feythabolis,"-39.1323428716272,8.49719961717486",-0.350536466,0,26,0
GHZ-SJ,Feythabolis,"-38.4795508670764,7.59973714812918",-0.722287818,0,24,0
K-J50B,Feythabolis,"-38.7626798888035,6.44719945200437",-0.330091177,0,7,0
NLO-3Z,Feythabolis,"-38.5213376537975,7.81898461971762",-0.817780724,0,6,0
5P-AIP,Feythabolis,"-38.8073946931868,7.76676511429673",-0.743612838,0,20,0
M-PGT0,Feythabolis,"-43.7535436128794,3.16040824638356",-0.484560734,0,16,0
NPD9-A,Feythabolis,"-44.1421725000429,3.77138918687339",-0.500535743,0,14,0
D6SK-L,Feythabolis,"-44.4945940193171,4.19917847295493",-0.530531079,0,3,1
HYPL-V,Feythabolis,"-44.1255696091374,2.72393385620771",-0.574096714,0,6,1
I9-ZQZ,Feythabolis,"-44.6233502917027,4.83327824746475",-0.472839951,0,9,0
0OYZ-G,Feythabolis,"-45.6379893845859,3.96651067458437",-0.717087418,0,5,1
SWBV-2,Feythabolis,"-46.0396486867274,3.94498165123614",-0.787950834,0,14,0
R97-CI,Feythabolis,"-45.5023530062118,4.67948227328531",-0.582470991,0,34,0
6-ELQP,Feythabolis,"-45.5999133821928,5.44382881347511",-0.462020079,0,10,0
OBK-K8,Feythabolis,"-46.231452980505,3.2738939493561",-0.890595185,0,3,0
KJ-V0P,Feythabolis,"-46.2907990456924,2.71714442297226",-0.9329807,0,7,0
ZID-LE,Feythabolis,"-46.6510394025771,2.26073799304594",-0.95743112,0,7,0
K-9UG4,Feythabolis,"-46.8395802072203,1.87311846270596",-0.973473432,0,6,1
D4-2XN,Feythabolis,"-47.2570831754698,2.33191052823973",-1,0,18,0
2-RSC7,Feythabolis,"-46.5629693356385,2.03728020843734",-0.84226907,1,3,0
C0T-77,Outer Ring,"7.88845147418606,-33.6035007534653",-0.012646491,0,3,0
RL-KT0,Outer Ring,"8.03437858445396,-34.2363410389341",-0.007651574,0,8,0
UO9-YG,Outer Ring,"7.95563403335461,-34.8279036303574",-0.006680577,0,5,0
ZQP-QV,Outer Ring,"8.19618246660183,-34.388577365403",-0.006822699,0,8,0
P-NUWP,Outer Ring,"7.66585370283063,-33.3836404580705",-0.016589613,0,19,0
ZJQH-S,Outer Ring,"7.55580878863212,-34.5757144869832",-0.012832077,0,3,0
E9G-MT,Outer Ring,"7.91147393373186,-35.5158083068364",-0.003686051,0,27,0
TQ-RR8,Outer Ring,"7.94745323990097,-35.000777332598",-0.007757449,0,21,1
1L-BHT,Outer Ring,"8.31005440306576,-35.6670529326332",-0.001699637,0,9,0
D5IW-F,Outer Ring,"8.44167395297507,-36.4525297560274",-0.001367909,1,10,1
F-XWIN,Outer Ring,"8.72948338911578,-36.5491337444477",-0.000876811,0,9,0
4C-B7X,Outer Ring,"8.79299268375908,-37.6915815499708",-0.00573154,4,5,0
LGUZ-1,Outer Ring,"8.19612361196134,-37.9917872424763",-0.00139501,0,6,1
BF-SDP,Outer Ring,"9.48218186252209,-37.6947185019476",-0.03986569,0,7,0
F5FO-U,Outer Ring,"7.8270830166931,-37.5224745442275",-0.001522595,0,12,0
5WAE-M,Outer Ring,"9.42821143190935,-38.2342065171963",-0.050368499,0,11,0
0-WVQS,Outer Ring,"9.9703199496793,-37.3376033257968",-0.073585384,0,7,0
0-9UHT,Outer Ring,"9.8486262329792,-38.0448064352773",-0.025393229,0,12,0
M-NKZM,Outer Ring,"9.41344406976647,-38.9793031794345",-0.045551733,0,3,0
H-M1BY,Outer Ring,"8.45656711689694,-38.6566356178886",-0.000724599,0,3,0
J1H-R4,Outer Ring,"9.76348639076447,-38.15280762224",-0.002560071,0,14,0
J9SH-A,Outer Ring,"8.24009096266659,-38.5675973921464",-0.007660274,0,16,0
JKJ-VJ,Outer Ring,"7.65464557439914,-38.9426985428992",-0.157174721,0,6,0
RTX0-S,Outer Ring,"8.13368694293953,-39.2932631989125",-0.206498688,0,3,0
33FN-P,Outer Ring,"7.85032323836858,-39.4502196666287",-0.331885938,0,14,0
NM-OEA,Outer Ring,"8.01833996230496,-39.0483514304811",-0.400044124,2,6,0
MT-2VJ,Outer Ring,"7.61510777023675,-39.7019615145007",-0.100089091,0,4,0
3HQC-6,Outer Ring,"6.70854122573261,-39.1814511742175",-0.039105868,0,10,1
OX-RGN,Outer Ring,"5.57208334996503,-38.7372517461789",-0.003346703,0,3,0
R-OCBA,Outer Ring,"5.58358906212985,-40.1386687482776",-0.001880544,0,5,0
GA-2V7,Outer Ring,"5.77204121686065,-40.6513337665795",-0.00113025,0,4,0
DB-6W4,Outer Ring,"5.01043288828788,-40.6087936406823",-0.004157635,0,8,0
7-692B,Outer Ring,"5.19880779628955,-40.8517043515223",-0.002985118,0,15,0
L3-XYO,Outer Ring,"10.073951916361,-37.7965870367851",-0.100251852,0,3,0
AN-G54,Outer Ring,"10.1383153388089,-38.3252752277112",-0.131978433,0,9,1
ZXI-K2,Outer Ring,"10.4969026162579,-38.3772850632844",-0.075836524,0,18,0
T-Z6J2,Outer Ring,"9.66855755233568,-38.1578190940334",-0.14825735,0,22,0
CT7-5V,Outer Ring,"10.7509773146339,-37.9814405986601",-0.419113557,0,7,1
2JJ-0E,Outer Ring,"10.8069326176259,-38.5365810025665",-0.650006278,0,4,0
B0C-LD,Outer Ring,"10.8932466097162,-38.5240802793221",-0.225638554,0,4,1
NP6-38,Outer Ring,"11.2744885052774,-38.141048467546",-0.171169826,0,6,0
G-YT55,Outer Ring,"11.9386916869221,-37.6384122781435",-0.03705978,0,4,1
IZ-AOB,Outer Ring,"11.8560833294418,-37.2739020180158",-0.023951566,0,24,1
G5-EN3,Outer Ring,"11.5410330282186,-37.1148826952262",-0.018588269,0,21,0
W-Z3HW,Outer Ring,"11.3686007357353,-38.7219495427386",-0.02995309,0,13,1
W2F-ZH,Outer Ring,"9.12076588444901,-39.4659779933862",-0.012929804,0,18,0
BMU-V1,Outer Ring,"8.88724322255579,-40.1374945985872",-0.000519009,0,17,0
